premise,hypothesis,label
"Destination: Paris, IN",This example is about TotalWeight,contradiction
Service Type: Ground,This example is about DateAndTimes,contradiction
Service Type: Next Day Air,This example is about TotalVolume,contradiction
Service Type: 2nd Day Air,This example is about TotalPackages,contradiction
Package Weight: 66.79 KG,This example is about Destination,contradiction
Service Type: Next Day Air,This example is about ProductType,entailment
Package Volume: 0.444 m³,This example is about ProductType,contradiction
Scheduled DateAndTimes: 2024-08-10 07:02:47,This example is about TotalPackages,contradiction
Shipment Status: Delivered at 2023-01-11 03:39:30,This example is about HousebillNumber,contradiction
Service Type: Economy,This example is about DateAndTimes,contradiction
"Origin: Dubai, FR",This example is about Origin,entailment
"Destination: Sydney, IN",This example is about Origin,contradiction
Number of Packages: 3,This example is about TotalPackages,entailment
Shipment Status: Delivered at 2023-03-27 10:30:22,This example is about DateAndTimes,contradiction
Shipment Status: In transit at 2024-04-24 04:04:28,This example is about Origin,contradiction
Number of Packages: 9,This example is about ProductType,contradiction
Shipment Status: Departed facility at 2024-02-12 12:04:07,This example is about Timestamp,entailment
"Destination: Paris, US",This example is about TotalWeight,contradiction
Service Type: Economy,This example is about ProductType,entailment
"Destination: Beijing, DE",This example is about Destination,entailment
Number of Packages: 1,This example is about TotalWeight,contradiction
Shipment Status: Delivered at 2024-05-05 18:59:14,This example is about Origin,contradiction
Shipment ID: DHL265380738843,This example is about HousebillNumber,entailment
Package Weight: 62.85 KG,This example is about Destination,contradiction
Package Volume: 0.862 m³,This example is about TotalVolume,entailment
Package Weight: 77.18 KG,This example is about TotalVolume,contradiction
"Destination: Beijing, US",This example is about DateAndTimes,contradiction
Scheduled DateAndTimes: 2024-05-27 00:37:13,This example is about DateAndTimes,entailment
"Destination: London, AE",This example is about Origin,contradiction
"Destination: New York, IN",This example is about Timestamp,contradiction
"Origin: Berlin, US",This example is about DateAndTimes,contradiction
Shipment Status: Out for delivery at 2024-09-19 20:49:50,This example is about TotalVolume,contradiction
Shipment Status: Arrived at facility at 2024-12-02 19:03:48,This example is about HousebillNumber,contradiction
Number of Packages: 9,This example is about TotalPackages,entailment
Shipment ID: UPS722053786354,This example is about HousebillNumber,entailment
Scheduled DateAndTimes: 2024-10-02 22:15:06,This example is about DateAndTimes,entailment
Shipment Status: Arrived at facility at 2023-09-20 02:50:35,This example is about DateAndTimes,contradiction
Scheduled DateAndTimes: 2024-06-03 23:28:40,This example is about DateAndTimes,entailment
Number of Packages: 1,This example is about TotalPackages,entailment
Shipment Status: Picked up at 2023-03-06 01:44:55,This example is about HousebillNumber,contradiction
"Destination: Dubai, AU",This example is about Destination,entailment
Service Type: Ground,This example is about ProductType,entailment
Package Weight: 77.18 KG,This example is about TotalWeight,entailment
"Origin: Berlin, JP",This example is about ProductType,contradiction
Scheduled DateAndTimes: 2023-08-29 21:05:43,This example is about DateAndTimes,entailment
Service Type: Standard,This example is about TotalPackages,contradiction
Number of Packages: 5,This example is about TotalPackages,entailment
Service Type: Next Day Air,This example is about Origin,contradiction
Shipment ID: FDX265114077312,This example is about HousebillNumber,entailment
Package Weight: 52.71 KG,This example is about TotalWeight,entailment
Shipment Status: Out for delivery at 2024-02-15 02:59:18,This example is about DateAndTimes,contradiction
Number of Packages: 2,This example is about HousebillNumber,contradiction
Number of Packages: 2,This example is about TotalWeight,contradiction
Shipment ID: 1Z544731644590,This example is about HousebillNumber,entailment
Scheduled DateAndTimes: 2023-03-23 09:55:35,This example is about DateAndTimes,entailment
Package Weight: 33.13 KG,This example is about ProductType,contradiction
Shipment Status: Delivered at 2024-06-05 02:16:32,This example is about Timestamp,entailment
Shipment Status: Customs clearance at 2024-08-07 01:09:00,This example is about Timestamp,entailment
"Destination: Dubai, GB",This example is about Destination,entailment
Package Weight: 19.89 KG,This example is about TotalVolume,contradiction
Package Volume: 0.507 m³,This example is about TotalVolume,entailment
Shipment ID: UPS829714530345,This example is about HousebillNumber,entailment
Shipment Status: Departed facility at 2023-09-09 19:02:03,This example is about TotalPackages,contradiction
"Origin: Mumbai, CN",This example is about TotalWeight,contradiction
Scheduled DateAndTimes: 2023-02-01 14:27:38,This example is about DateAndTimes,entailment
Number of Packages: 9,This example is about TotalPackages,entailment
Package Volume: 0.824 m³,This example is about DateAndTimes,contradiction
Package Volume: 0.243 m³,This example is about TotalVolume,entailment
Package Volume: 0.173 m³,This example is about Timestamp,contradiction
Number of Packages: 4,This example is about Timestamp,contradiction
Number of Packages: 7,This example is about Origin,contradiction
Package Volume: 0.625 m³,This example is about ProductType,contradiction
Number of Packages: 2,This example is about Destination,contradiction
"Destination: New York, DE",This example is about TotalVolume,contradiction
Number of Packages: 1,This example is about TotalPackages,entailment
Scheduled DateAndTimes: 2023-02-23 15:38:26,This example is about TotalPackages,contradiction
Service Type: Ground,This example is about HousebillNumber,contradiction
Package Weight: 70.0 KG,This example is about Timestamp,contradiction
Scheduled DateAndTimes: 2023-12-21 19:55:53,This example is about DateAndTimes,entailment
Package Weight: 50.22 KG,This example is about TotalWeight,entailment
Scheduled DateAndTimes: 2023-07-15 14:53:56,This example is about TotalVolume,contradiction
Service Type: Express,This example is about Destination,contradiction
"Origin: Beijing, CA",This example is about Origin,entailment
Package Weight: 95.18 KG,This example is about TotalWeight,entailment
Scheduled DateAndTimes: 2023-01-10 23:02:28,This example is about DateAndTimes,entailment
"Origin: Toronto, AE",This example is about DateAndTimes,contradiction
Number of Packages: 9,This example is about Timestamp,contradiction
Package Volume: 0.459 m³,This example is about ProductType,contradiction
Package Weight: 19.49 KG,This example is about TotalPackages,contradiction
Shipment ID: DHL887754351173,This example is about HousebillNumber,entailment
Scheduled DateAndTimes: 2023-06-20 14:21:51,This example is about DateAndTimes,entailment
Number of Packages: 1,This example is about TotalPackages,entailment
Shipment Status: Delivered at 2024-08-02 10:55:43,This example is about Timestamp,entailment
Shipment ID: FDX450449767149,This example is about HousebillNumber,entailment
Package Volume: 0.351 m³,This example is about TotalVolume,entailment
Package Weight: 27.26 KG,This example is about TotalWeight,entailment
Service Type: Freight,This example is about Origin,contradiction
Service Type: Same Day,This example is about ProductType,entailment
"Destination: Dubai, JP",This example is about Destination,entailment
Number of Packages: 6,This example is about Origin,contradiction
Shipment Status: Arrived at facility at 2024-01-31 20:15:11,This example is about TotalWeight,contradiction
Number of Packages: 10,This example is about TotalPackages,entailment
"Origin: Beijing, DE",This example is about Origin,entailment
Scheduled DateAndTimes: 2024-10-15 21:53:58,This example is about Timestamp,contradiction
Shipment Status: Customs clearance at 2023-06-11 23:00:27,This example is about TotalPackages,contradiction
"Origin: Berlin, DE",This example is about Origin,entailment
Shipment ID: FDX590832323699,This example is about HousebillNumber,entailment
"Destination: Sydney, JP",This example is about Destination,entailment
Package Weight: 44.6 KG,This example is about TotalWeight,entailment
Package Weight: 98.04 KG,This example is about TotalPackages,contradiction
"Destination: Toronto, CN",This example is about Destination,entailment
Package Volume: 0.329 m³,This example is about TotalVolume,entailment
"Origin: New York, FR",This example is about Origin,entailment
"Destination: Tokyo, IN",This example is about HousebillNumber,contradiction
Shipment ID: DHL396008317939,This example is about HousebillNumber,entailment
Package Weight: 25.33 KG,This example is about TotalWeight,entailment
"Destination: Mumbai, AU",This example is about Timestamp,contradiction
Package Weight: 87.31 KG,This example is about TotalWeight,entailment
"Origin: New York, CN",This example is about TotalVolume,contradiction
Package Weight: 93.96 KG,This example is about DateAndTimes,contradiction
Number of Packages: 2,This example is about Timestamp,contradiction
"Destination: New York, AU",This example is about Destination,entailment
Package Weight: 60.27 KG,This example is about HousebillNumber,contradiction
Service Type: Next Day Air,This example is about Timestamp,contradiction
Service Type: Freight,This example is about ProductType,entailment
Number of Packages: 9,This example is about TotalVolume,contradiction
Service Type: Express,This example is about ProductType,entailment
Package Volume: 0.705 m³,This example is about TotalVolume,entailment
Service Type: Ground,This example is about ProductType,entailment
"Origin: Beijing, JP",This example is about TotalPackages,contradiction
"Destination: Berlin, JP",This example is about DateAndTimes,contradiction
Shipment Status: Arrived at facility at 2024-08-18 19:37:28,This example is about Timestamp,entailment
Number of Packages: 9,This example is about Timestamp,contradiction
Package Volume: 0.736 m³,This example is about ProductType,contradiction
Shipment Status: Customs clearance at 2023-10-05 02:15:42,This example is about Timestamp,entailment
"Destination: Dubai, CN",This example is about DateAndTimes,contradiction
"Origin: Paris, GB",This example is about Origin,entailment
"Destination: Sydney, DE",This example is about Timestamp,contradiction
Scheduled DateAndTimes: 2024-01-12 10:05:27,This example is about TotalVolume,contradiction
Shipment ID: FDX569252151094,This example is about HousebillNumber,entailment
"Destination: Beijing, JP",This example is about Destination,entailment
Package Volume: 0.824 m³,This example is about TotalVolume,entailment
Scheduled DateAndTimes: 2024-06-03 23:28:40,This example is about TotalWeight,contradiction
Service Type: 2nd Day Air,This example is about HousebillNumber,contradiction
"Destination: Dubai, JP",This example is about DateAndTimes,contradiction
Package Weight: 99.62 KG,This example is about Timestamp,contradiction
"Origin: New York, DE",This example is about DateAndTimes,contradiction
Shipment Status: In transit at 2024-10-05 10:16:36,This example is about Timestamp,entailment
Package Volume: 0.766 m³,This example is about TotalVolume,entailment
Service Type: Economy,This example is about ProductType,entailment
Scheduled DateAndTimes: 2023-09-20 12:45:44,This example is about DateAndTimes,entailment
Package Volume: 0.122 m³,This example is about TotalVolume,entailment
Service Type: Same Day,This example is about Timestamp,contradiction
"Origin: Beijing, DE",This example is about TotalWeight,contradiction
"Destination: London, AE",This example is about Destination,entailment
"Destination: Paris, IN",This example is about Destination,entailment
Shipment Status: Picked up at 2023-07-05 19:56:15,This example is about Timestamp,entailment
Package Volume: 0.974 m³,This example is about TotalVolume,entailment
"Destination: London, US",This example is about Destination,entailment
Shipment Status: Out for delivery at 2024-11-10 21:07:15,This example is about Timestamp,entailment
Shipment Status: Departed facility at 2024-06-26 12:34:55,This example is about DateAndTimes,contradiction
Scheduled DateAndTimes: 2024-08-31 07:52:35,This example is about HousebillNumber,contradiction
Package Volume: 0.015 m³,This example is about TotalVolume,entailment
"Destination: Sydney, AU",This example is about HousebillNumber,contradiction
"Origin: Sydney, US",This example is about Origin,entailment
Number of Packages: 1,This example is about ProductType,contradiction
Package Weight: 77.99 KG,This example is about HousebillNumber,contradiction
Shipment ID: FDX405893035822,This example is about HousebillNumber,entailment
"Origin: New York, IN",This example is about TotalVolume,contradiction
Package Volume: 0.05 m³,This example is about DateAndTimes,contradiction
Scheduled DateAndTimes: 2024-07-29 05:07:12,This example is about TotalVolume,contradiction
"Origin: New York, AE",This example is about TotalWeight,contradiction
Package Weight: 73.01 KG,This example is about TotalPackages,contradiction
Shipment ID: DHL026024085453,This example is about HousebillNumber,entailment
Service Type: Economy,This example is about TotalPackages,contradiction
Package Weight: 55.1 KG,This example is about TotalWeight,entailment
"Origin: London, AE",This example is about Origin,entailment
"Origin: London, JP",This example is about TotalWeight,contradiction
Service Type: Express,This example is about ProductType,entailment
"Origin: Beijing, US",This example is about Timestamp,contradiction
Package Volume: 0.96 m³,This example is about TotalVolume,entailment
Scheduled DateAndTimes: 2023-03-14 21:50:54,This example is about DateAndTimes,entailment
Service Type: Economy,This example is about ProductType,entailment
Scheduled DateAndTimes: 2023-12-04 02:04:03,This example is about TotalPackages,contradiction
"Destination: Beijing, JP",This example is about Destination,entailment
"Destination: Beijing, AE",This example is about Destination,entailment
Service Type: Economy,This example is about ProductType,entailment
Number of Packages: 7,This example is about Destination,contradiction
Number of Packages: 3,This example is about TotalPackages,entailment
Scheduled DateAndTimes: 2023-08-21 19:27:43,This example is about DateAndTimes,entailment
Service Type: Standard,This example is about ProductType,entailment
Scheduled DateAndTimes: 2023-07-13 06:34:51,This example is about Origin,contradiction
Package Volume: 0.472 m³,This example is about Origin,contradiction
Package Weight: 45.49 KG,This example is about Origin,contradiction
Number of Packages: 4,This example is about TotalPackages,entailment
Number of Packages: 10,This example is about Origin,contradiction
Service Type: Freight,This example is about ProductType,entailment
"Destination: Toronto, JP",This example is about Destination,entailment
Number of Packages: 1,This example is about Origin,contradiction
Package Weight: 22.72 KG,This example is about TotalWeight,entailment
Scheduled DateAndTimes: 2023-11-16 20:32:27,This example is about TotalVolume,contradiction
Scheduled DateAndTimes: 2024-10-15 21:53:58,This example is about DateAndTimes,entailment
Shipment Status: Departed facility at 2023-03-22 05:58:49,This example is about Timestamp,entailment
"Origin: Dubai, IN",This example is about Origin,entailment
Package Weight: 52.71 KG,This example is about HousebillNumber,contradiction
Package Volume: 0.578 m³,This example is about TotalWeight,contradiction
Package Volume: 0.473 m³,This example is about TotalVolume,entailment
"Origin: Toronto, AU",This example is about Origin,entailment
"Origin: Beijing, US",This example is about Origin,entailment
Scheduled DateAndTimes: 2024-06-26 20:10:00,This example is about DateAndTimes,entailment
Service Type: Standard,This example is about ProductType,entailment
"Destination: Beijing, DE",This example is about Destination,entailment
"Origin: Mumbai, IN",This example is about Origin,entailment
"Origin: Sydney, GB",This example is about Origin,entailment
Package Volume: 0.489 m³,This example is about TotalVolume,entailment
Number of Packages: 5,This example is about TotalPackages,entailment
Service Type: Same Day,This example is about ProductType,entailment
Service Type: Ground,This example is about TotalVolume,contradiction
Package Volume: 0.952 m³,This example is about TotalWeight,contradiction
Shipment Status: Customs clearance at 2024-09-24 18:13:11,This example is about Timestamp,entailment
"Destination: Toronto, CN",This example is about HousebillNumber,contradiction
"Origin: New York, FR",This example is about TotalPackages,contradiction
Scheduled DateAndTimes: 2023-01-26 11:56:15,This example is about Destination,contradiction
Service Type: Same Day,This example is about TotalPackages,contradiction
"Destination: Dubai, IN",This example is about Timestamp,contradiction
Number of Packages: 8,This example is about HousebillNumber,contradiction
Number of Packages: 5,This example is about TotalPackages,entailment
Service Type: Express,This example is about TotalWeight,contradiction
Service Type: Standard,This example is about ProductType,entailment
Package Weight: 98.04 KG,This example is about TotalWeight,entailment
"Origin: Paris, US",This example is about ProductType,contradiction
Service Type: Same Day,This example is about Timestamp,contradiction
Service Type: Economy,This example is about DateAndTimes,contradiction
Shipment Status: Picked up at 2023-01-16 07:17:03,This example is about Timestamp,entailment
Package Volume: 0.089 m³,This example is about TotalVolume,entailment
Service Type: 2nd Day Air,This example is about Timestamp,contradiction
Service Type: Standard,This example is about TotalWeight,contradiction
Package Volume: 0.799 m³,This example is about ProductType,contradiction
Shipment ID: FDX289149886548,This example is about HousebillNumber,entailment
"Destination: Sydney, AU",This example is about ProductType,contradiction
Service Type: Same Day,This example is about ProductType,entailment
Package Weight: 38.83 KG,This example is about TotalWeight,entailment
Package Volume: 0.135 m³,This example is about ProductType,contradiction
"Destination: Paris, DE",This example is about HousebillNumber,contradiction
Shipment Status: Out for delivery at 2024-02-15 02:59:18,This example is about Timestamp,entailment
Shipment Status: Departed facility at 2024-09-16 01:13:42,This example is about TotalPackages,contradiction
Number of Packages: 7,This example is about TotalPackages,entailment
Shipment Status: Picked up at 2023-03-06 01:44:55,This example is about Timestamp,entailment
Shipment Status: Departed facility at 2023-09-09 19:02:03,This example is about Timestamp,entailment
Service Type: Ground,This example is about TotalWeight,contradiction
"Origin: Sydney, CA",This example is about DateAndTimes,contradiction
Package Weight: 38.83 KG,This example is about Origin,contradiction
Package Weight: 76.42 KG,This example is about TotalWeight,entailment
Service Type: Economy,This example is about ProductType,entailment
Scheduled DateAndTimes: 2023-05-27 02:06:46,This example is about Origin,contradiction
Service Type: Ground,This example is about HousebillNumber,contradiction
"Destination: London, JP",This example is about HousebillNumber,contradiction
"Origin: Berlin, IN",This example is about DateAndTimes,contradiction
Number of Packages: 1,This example is about TotalPackages,entailment
Number of Packages: 4,This example is about DateAndTimes,contradiction
"Destination: Toronto, CN",This example is about HousebillNumber,contradiction
"Origin: New York, JP",This example is about HousebillNumber,contradiction
Scheduled DateAndTimes: 2024-01-12 10:05:27,This example is about DateAndTimes,entailment
Service Type: Next Day Air,This example is about ProductType,entailment
"Origin: Beijing, US",This example is about Origin,entailment
Shipment Status: Out for delivery at 2023-03-13 16:08:16,This example is about Destination,contradiction
"Origin: Beijing, JP",This example is about Origin,entailment
Shipment ID: 1Z289572988381,This example is about HousebillNumber,entailment
Scheduled DateAndTimes: 2024-01-29 14:28:58,This example is about DateAndTimes,entailment
Package Volume: 0.834 m³,This example is about TotalVolume,entailment
Service Type: Freight,This example is about Timestamp,contradiction
Number of Packages: 7,This example is about TotalWeight,contradiction
Scheduled DateAndTimes: 2024-04-30 20:40:38,This example is about TotalPackages,contradiction
Shipment Status: Delivered at 2023-05-23 22:55:15,This example is about Timestamp,entailment
Package Weight: 66.95 KG,This example is about TotalWeight,entailment
Service Type: Same Day,This example is about HousebillNumber,contradiction
Number of Packages: 7,This example is about TotalPackages,entailment
"Destination: Beijing, DE",This example is about TotalVolume,contradiction
Shipment Status: Delivered at 2023-10-14 01:48:12,This example is about Timestamp,entailment
Package Weight: 37.91 KG,This example is about Origin,contradiction
"Origin: Mumbai, IN",This example is about Origin,entailment
Package Weight: 41.75 KG,This example is about TotalWeight,entailment
"Destination: Paris, JP",This example is about Destination,entailment
"Destination: Tokyo, DE",This example is about Destination,entailment
Number of Packages: 10,This example is about Destination,contradiction
Scheduled DateAndTimes: 2024-04-30 18:36:56,This example is about DateAndTimes,entailment
Package Weight: 61.63 KG,This example is about Timestamp,contradiction
Shipment Status: Picked up at 2023-07-05 19:56:15,This example is about TotalWeight,contradiction
"Origin: New York, JP",This example is about Origin,entailment
Package Weight: 55.44 KG,This example is about Timestamp,contradiction
Service Type: Same Day,This example is about ProductType,entailment
"Destination: Beijing, GB",This example is about Origin,contradiction
"Origin: Beijing, CA",This example is about TotalWeight,contradiction
Service Type: Same Day,This example is about DateAndTimes,contradiction
Service Type: Standard,This example is about TotalWeight,contradiction
Scheduled DateAndTimes: 2023-11-20 19:54:40,This example is about DateAndTimes,entailment
"Origin: Berlin, JP",This example is about Origin,entailment
Shipment Status: Delivered at 2024-03-22 11:26:57,This example is about Timestamp,entailment
Scheduled DateAndTimes: 2024-06-23 03:27:15,This example is about DateAndTimes,entailment
Package Volume: 0.563 m³,This example is about TotalVolume,entailment
"Origin: Paris, GB",This example is about TotalPackages,contradiction
Service Type: 2nd Day Air,This example is about Timestamp,contradiction
"Destination: Berlin, FR",This example is about Destination,entailment
"Destination: Paris, CN",This example is about Origin,contradiction
Shipment Status: Delivered at 2023-05-23 22:55:15,This example is about TotalWeight,contradiction
"Origin: Mumbai, CN",This example is about Origin,entailment
"Destination: London, JP",This example is about Destination,entailment
Package Weight: 5.86 KG,This example is about TotalWeight,entailment
Package Volume: 0.386 m³,This example is about TotalVolume,entailment
Package Volume: 0.133 m³,This example is about DateAndTimes,contradiction
Package Volume: 0.903 m³,This example is about TotalVolume,entailment
Package Volume: 0.801 m³,This example is about TotalVolume,entailment
"Origin: Tokyo, AE",This example is about Origin,entailment
Package Volume: 0.974 m³,This example is about Destination,contradiction
Scheduled DateAndTimes: 2023-01-04 03:57:54,This example is about DateAndTimes,entailment
Shipment ID: FDX744352489445,This example is about HousebillNumber,entailment
Number of Packages: 8,This example is about TotalPackages,entailment
Shipment Status: Departed facility at 2023-05-01 15:04:03,This example is about TotalVolume,contradiction
"Origin: Sydney, AU",This example is about Origin,entailment
Service Type: Express,This example is about TotalPackages,contradiction
Scheduled DateAndTimes: 2023-03-14 21:50:54,This example is about TotalWeight,contradiction
"Origin: Dubai, IN",This example is about TotalPackages,contradiction
Package Volume: 0.301 m³,This example is about TotalVolume,entailment
Shipment ID: 1Z542466286577,This example is about HousebillNumber,entailment
"Origin: Toronto, AE",This example is about Origin,entailment
"Origin: Toronto, AE",This example is about Origin,entailment
Service Type: Same Day,This example is about ProductType,entailment
Scheduled DateAndTimes: 2023-10-05 22:48:47,This example is about DateAndTimes,entailment
Scheduled DateAndTimes: 2023-07-15 14:53:56,This example is about DateAndTimes,entailment
Package Volume: 0.225 m³,This example is about TotalPackages,contradiction
Service Type: Standard,This example is about ProductType,entailment
Package Volume: 0.932 m³,This example is about ProductType,contradiction
Shipment Status: Picked up at 2023-06-30 19:35:56,This example is about Origin,contradiction
Package Weight: 42.99 KG,This example is about HousebillNumber,contradiction
"Destination: Toronto, GB",This example is about Destination,entailment
Service Type: 2nd Day Air,This example is about TotalVolume,contradiction
"Origin: Mumbai, IN",This example is about Destination,contradiction
Number of Packages: 10,This example is about TotalWeight,contradiction
Scheduled DateAndTimes: 2024-12-17 08:32:55,This example is about Timestamp,contradiction
"Destination: London, CN",This example is about ProductType,contradiction
"Origin: Beijing, CA",This example is about Origin,entailment
Number of Packages: 5,This example is about Origin,contradiction
Package Volume: 0.705 m³,This example is about TotalPackages,contradiction
Shipment Status: Arrived at facility at 2023-09-20 02:50:35,This example is about Timestamp,entailment
"Destination: London, AU",This example is about Destination,entailment
Scheduled DateAndTimes: 2023-12-21 19:55:53,This example is about TotalWeight,contradiction
Scheduled DateAndTimes: 2023-08-21 19:27:43,This example is about HousebillNumber,contradiction
Number of Packages: 5,This example is about TotalPackages,entailment
Scheduled DateAndTimes: 2023-01-06 17:46:54,This example is about DateAndTimes,entailment
Number of Packages: 9,This example is about TotalPackages,entailment
Number of Packages: 4,This example is about TotalPackages,entailment
"Origin: Toronto, AU",This example is about TotalVolume,contradiction
Number of Packages: 2,This example is about Origin,contradiction
Service Type: Same Day,This example is about ProductType,entailment
Number of Packages: 2,This example is about Timestamp,contradiction
Package Volume: 0.681 m³,This example is about TotalVolume,entailment
Shipment Status: In transit at 2023-05-07 21:53:49,This example is about Timestamp,entailment
Scheduled DateAndTimes: 2024-09-28 22:14:25,This example is about Timestamp,contradiction
Package Weight: 15.07 KG,This example is about TotalWeight,entailment
Service Type: Express,This example is about ProductType,entailment
Package Weight: 89.38 KG,This example is about HousebillNumber,contradiction
Shipment Status: Out for delivery at 2024-10-22 21:34:13,This example is about Timestamp,entailment
Package Weight: 55.44 KG,This example is about TotalWeight,entailment
Service Type: Express,This example is about ProductType,entailment
"Origin: Toronto, DE",This example is about Origin,entailment
Package Weight: 19.49 KG,This example is about TotalWeight,entailment
Service Type: Same Day,This example is about Destination,contradiction
"Destination: Mumbai, CA",This example is about Destination,entailment
Scheduled DateAndTimes: 2023-09-20 12:45:44,This example is about TotalWeight,contradiction
Shipment ID: FDX730346066723,This example is about HousebillNumber,entailment
"Destination: Beijing, CN",This example is about Destination,entailment
Shipment ID: 1Z996792320586,This example is about HousebillNumber,entailment
Package Volume: 0.015 m³,This example is about ProductType,contradiction
Package Volume: 0.955 m³,This example is about Timestamp,contradiction
Package Volume: 0.855 m³,This example is about ProductType,contradiction
"Origin: Beijing, CA",This example is about ProductType,contradiction
Shipment Status: Picked up at 2024-06-28 22:39:57,This example is about ProductType,contradiction
Number of Packages: 1,This example is about DateAndTimes,contradiction
Service Type: Express,This example is about ProductType,entailment
Scheduled DateAndTimes: 2023-09-10 13:53:31,This example is about DateAndTimes,entailment
Scheduled DateAndTimes: 2024-10-22 09:51:25,This example is about DateAndTimes,entailment
Package Weight: 60.12 KG,This example is about TotalWeight,entailment
Shipment ID: 1Z215126902191,This example is about HousebillNumber,entailment
Shipment Status: Departed facility at 2024-02-12 12:04:07,This example is about ProductType,contradiction
Shipment Status: Picked up at 2024-04-26 23:27:44,This example is about Timestamp,entailment
Package Volume: 0.86 m³,This example is about Destination,contradiction
Package Volume: 0.546 m³,This example is about DateAndTimes,contradiction
Number of Packages: 10,This example is about TotalPackages,entailment
Service Type: 2nd Day Air,This example is about ProductType,entailment
Package Volume: 0.351 m³,This example is about Timestamp,contradiction
"Destination: Beijing, CN",This example is about Destination,entailment
"Destination: New York, AU",This example is about TotalVolume,contradiction
Shipment ID: DHL344535631074,This example is about HousebillNumber,entailment
Shipment ID: DHL301969276960,This example is about HousebillNumber,entailment
"Destination: Tokyo, DE",This example is about Destination,entailment
"Destination: Dubai, CN",This example is about Destination,entailment
"Destination: Dubai, GB",This example is about Timestamp,contradiction
"Destination: London, US",This example is about TotalWeight,contradiction
Package Volume: 0.577 m³,This example is about TotalVolume,entailment
Package Weight: 95.68 KG,This example is about TotalWeight,entailment
Number of Packages: 7,This example is about DateAndTimes,contradiction
"Destination: London, IN",This example is about DateAndTimes,contradiction
Package Weight: 29.06 KG,This example is about TotalWeight,entailment
Shipment Status: Arrived at facility at 2024-11-17 04:31:30,This example is about Timestamp,entailment
Shipment Status: Exception at 2023-12-10 23:06:23,This example is about DateAndTimes,contradiction
Number of Packages: 7,This example is about TotalPackages,entailment
Package Volume: 0.02 m³,This example is about HousebillNumber,contradiction
Scheduled DateAndTimes: 2024-07-25 17:24:08,This example is about DateAndTimes,entailment
Scheduled DateAndTimes: 2023-08-29 21:05:43,This example is about TotalPackages,contradiction
"Destination: Mumbai, FR",This example is about Destination,entailment
Package Volume: 0.858 m³,This example is about TotalVolume,entailment
Shipment ID: 1Z654409734651,This example is about HousebillNumber,entailment
"Origin: London, AE",This example is about TotalWeight,contradiction
"Destination: New York, CA",This example is about Destination,entailment
Package Weight: 37.91 KG,This example is about TotalWeight,entailment
Package Volume: 0.859 m³,This example is about TotalVolume,entailment
Number of Packages: 8,This example is about Timestamp,contradiction
Shipment ID: UPS233592197147,This example is about HousebillNumber,entailment
Number of Packages: 3,This example is about TotalWeight,contradiction
"Destination: Sydney, AU",This example is about Destination,entailment
Package Volume: 0.659 m³,This example is about Timestamp,contradiction
Number of Packages: 6,This example is about Origin,contradiction
"Origin: Paris, CN",This example is about TotalVolume,contradiction
Service Type: Ground,This example is about ProductType,entailment
Shipment Status: Departed facility at 2024-01-30 23:14:09,This example is about Timestamp,entailment
Number of Packages: 7,This example is about TotalPackages,entailment
Package Weight: 66.79 KG,This example is about TotalWeight,entailment
Package Weight: 32.59 KG,This example is about TotalWeight,entailment
Shipment Status: In transit at 2024-11-07 23:23:22,This example is about ProductType,contradiction
Package Weight: 45.49 KG,This example is about TotalWeight,entailment
Package Weight: 82.54 KG,This example is about TotalWeight,entailment
Shipment Status: Picked up at 2023-03-13 23:56:42,This example is about Timestamp,entailment
Package Weight: 41.75 KG,This example is about ProductType,contradiction
Service Type: Freight,This example is about ProductType,entailment
"Origin: Berlin, US",This example is about Origin,entailment
Scheduled DateAndTimes: 2024-10-09 12:26:49,This example is about DateAndTimes,entailment
Package Weight: 64.63 KG,This example is about DateAndTimes,contradiction
Package Weight: 15.33 KG,This example is about TotalVolume,contradiction
Service Type: Express,This example is about ProductType,entailment
Number of Packages: 1,This example is about TotalPackages,entailment
Shipment Status: Delivered at 2023-05-31 02:51:47,This example is about ProductType,contradiction
"Origin: Mumbai, IN",This example is about Origin,entailment
Number of Packages: 2,This example is about TotalPackages,entailment
Shipment Status: In transit at 2024-11-07 23:23:22,This example is about Timestamp,entailment
Scheduled DateAndTimes: 2023-02-23 15:38:26,This example is about DateAndTimes,entailment
Package Volume: 0.96 m³,This example is about ProductType,contradiction
"Destination: New York, DE",This example is about Destination,entailment
